Tweets,Favorite,Retweets,Engagement,Sentiment,Tweet Length,Exclamations/Questions,Capital Letters,Passion
#AMJoy When will perpetrators and enabler?s be held accountable? #JusticeForBillClintonsVictims @atensnut @gennflowers @ThePaulaJones @DollyKyleWriter @kathleenwilley @seanhannity @RealJamesWoods @therealroseanne  ,0,0,0,0.0,214,1,20,21
The  hashtag was started by activist Tarana Burke in 2006 as a grassroots movement to support survivors in underprivileged communities. ,1,0,1,0.0,136,0,5,5
" is the new Satanic Panic.

#HailSatan",0,0,0,0.13636363636363635,40,0,6,6
"#IAmTheResistance As a strong, independent woman single mom of two who worked from the age of 12, many times two jobs, never receiving a dime of welfare,  will stand up against tyrannical #TrumpRussia and all his misogyny and bigotry. #Resist",0,0,0,0.2154761904761905,242,0,10,10
 is more than a moment. It is a movement. And we won?t stop until sexual harassment and abuse comes to an end. RallyNYC ,24,14,38,0.5,120,0,10,10
Women r not breeders women r not whores #TrumpPenceMustGo and no Roy Moore #Chicago  ,16,7,23,0.0,85,0,10,10
This is Awesome ??  ,0,0,0,1.0,20,0,4,4
Looking to take action in your school after ? Join the Silence Breakers with this consent education toolkit developed by us and @consentproject ,6,6,12,0.1,144,1,6,7
The latest The Smallbiz Daily!  #forbesfinds ,0,0,0,0.25,45,1,4,5
" ""This is just the start. It's not just a moment, it's a movement."" @TaranaBurke #poty #TheSilenceBreakers @TIME",0,1,1,0.0,112,0,13,13
We are sharing our stories and saying  at Columbus Circle Station NOW. RallyNYC ,35,18,53,0.0,80,0,15,15
"Celebrating the brilliant #TaranaBurke, who created the   @TaranaBurke",10,6,16,0.9,70,0,7,7
"If you're in the entertainment industry and witness or experience harassment or abuse, here are the hotlines you can call. Love to you all.  ",10,5,15,0.5,141,0,4,4
"Ordinary people feel like they can't speak up about their own  moments, because employers don't care. We need to change that. ",0,0,0,0.175,126,0,2,2
"The Power of Women: A Look Back at 2017's History-Making Moments - As Beyoncé once wisely pointed out, Girls, they run the world. And over the past year, they rose up and proved it. From the Women?s March in January to the  movement that sprung ... ",0,0,0,0.2625,249,0,19,19
"Don't we all.  #NataliePortman Has '100 Stories' Of #SexualMisconduct, Discrimination ",0,0,0,0.0,86,0,9,9
Uma Thurman Promises ?More to Come? in Fierce  Instagram #instagram  - Learn More ,0,0,0,0.5,82,0,11,11
such polarising opinions on the  campaign writing about it for my assignment and by god is there ever differing opinions on it,0,0,0,0.0,126,0,1,1
"In this overdue time of , I'm wondering when Peyton Manning's accountability moment will come.  
",1,0,1,0.0,98,0,6,6
  whatsnext  OMG right on summary of consequences for #SilenceBreakers ,0,0,0,0.2857142857142857,71,0,5,5
Wow. A searing  account from a former clerk of Judge Kozinski of the 9th Circuit.  ,2,1,3,0.05,83,0,5,5
Feeling powerless to help the sea of ? There are 5 things you CAN do:  ,1,0,1,-0.5,71,1,7,8
"The ""Silence Breakers"" - the women behind the  movement against sexual harassment - are @TIME 's 2017 Person of the Year.  ",4,3,7,0.04999999999999999,123,0,11,11
Grace VanderWaal Hopes  Movement Will Create Long Term Awareness:  via @YouTube,0,0,0,-0.05,79,0,14,14
Archbishop Aquila shares his thoughts on the  movement and the recent disclosures of sexual harassment across the country.  ,1,1,2,0.25,124,0,4,4
Ready to say #IHave & take responsibility for harassing? Here's what to do - and what NOT to do...  ,0,0,0,0.2,100,1,7,8
"""There remain so many women in our culture, most of them poor women of color, who lack the resources or opportunities to add their voices to the growing chorus.""  ",2,0,2,0.2,163,0,3,3
"Harmeet Dhillon @pnjaban offers an interesting perspective of  & hidden secrets of Silicon Valley that shouldn?t be partisan politically speaking.

Does ?or did?being liberal by donating to the DNC and Democrat causes provide cover for  otherwise illegal workplace behavior? ",2,2,4,-0.013333333333333329,277,1,11,12
New Yorkers out in force. Snow doesn?t stop our fury.  ,51,28,79,0.13636363636363635,55,0,5,5
It's been going on a long time.  but I'm stronger. ,0,0,0,-0.05,51,0,2,2
"I was all for 
Till I just checked out their page! I won't support that! I will support V.S.A.C. and B.A.C.A., it's for the children! These older protestors have Lawyers! 
Hillary laughed about her hubby raping a little 12 year old girl! You all should be ashamed! ",0,0,0,0.2192708333333333,267,6,22,28
And they be going places they not posed to and when an older dude hit them up they follow then come back talmbout  ,0,0,0,0.08333333333333333,115,0,3,3
"The @morningmika  ""Shes a slut who shows her tits for money. Its OK if shes sexually assaulted because she was probably asking for it."" 

 #HerToo #warOnWomen #BlameTheVictim #EveryDayMisogyny #EveryDaySexism #MikaIsADisgustingPigofAHumanBeing #ThisIsWhatHypocrisyLooksLike ",1,1,2,0.5,276,0,33,33
My respect for @terrycrews grows every day in leaps greater than his signature leap -as a man of all his facets. ???? for good men like him & my husband @DavidGerecke  ,3,0,3,0.6,168,0,5,5
Time exposes what's been missing in the  discussion ,0,0,0,-0.2,52,0,3,3
"Rahul Gandhi,  and skyrocketing bitcoin | #India #RTGWorld",0,0,0,0.0,58,0,9,9
#AMJoy @atensnut @gennflowers @ThePaulaJones @DollyKyleWriter @kathleenwilley @seanhannity  When will perpetrators be held accountable? ,0,0,0,0.0,136,1,12,13
I missed yesterday?s #vlogmas episode due to quality family time. But today?s episode is uploading now and it?s a  #storytime so go subscribe and click that bell to be notified when it goes live! ,0,0,0,0.022727272727272717,196,1,2,3
"Hey @FoxNews, maybe our attackers shouldn?t have violated us in the first place. #IAmTheResistance  #WomenEmpowerment Movement ??????? ",2,0,2,0.25,135,0,17,17
On the Heels of : Alt-right women are upset with their men for being sexist - The Grio ,0,0,0,0.0,87,0,7,7
"She says it perfectly. I'm guilty of not thinking about the women of color who still have their voices silenced, even among all the  posts. I mean, a black woman started it, but it took a white actress to get it heard? I'm grateful for the movement, but perspective is key. ",2,0,2,-0.19583333333333333,274,1,4,5
Young woman bravely speaks out about her experience  #TrumpPenceMustGo #Chicago ,1,1,2,0.45,80,0,8,8
" Wow....go women. ?? ?'Me Too' survivors rally outside of Trump International Hotel?

",0,0,0,0.0,88,0,8,8
Fox News Says Women Should Stop The  Movement Before They Ruin Christmas  ,0,0,0,0.0,74,0,14,14
The Religious Wronged (a  story)  via @wordpressdotcom,0,0,0,0.0,54,0,3,3
"""Lurking in the background of the roiling debate about harassment and assault in American society are the allegations made against President Trump by at least 19 women,"" @fordm writes:  #TrumpToo ",1,2,3,-0.15,196,0,6,6
"Everyone in my high school told my perpetrator, even though he had the reputation of being a fuck boy, that he could do better than me. I guess everyone figured I was lucky that someone would even want to rape me. ",27,2,29,0.14833333333333332,214,0,5,5
"So, I?ve been named @TIME person of the year. Have you? @WomenEd   #TimePOTY #TIMEPOY ",15,1,16,0.0,86,1,21,22
.@BridieUSA shares her  on the subway wall ,6,1,7,0.0,43,0,6,6
"The   movement needs to establish some rules.
1. One cannot make anonymous accusations
2. Everyone is innocent until proven guilty in court, not media
3. False accusations should carry same penalty as the crime
4. Sexual harrasment is wrong, regardless of the sexes involved",1,0,1,-0.06666666666666668,278,0,5,5
On the Heels of : Alt-right women are upset with their men for being sexist -  - Women in the alt-right movement seem to have discovered something: alt-right men are sexist. Self-described ?Ethno Nationalist? Tara McC...,0,0,0,0.0,220,0,12,12
"Can we start  hashtag in Indonesia? Are we already done that? Pretty sure that despite the blame of being a victim, a lot of women would come out about their experiences and how impactful it is to owning such trauma in their life",0,1,1,0.16875,229,2,6,8
The latest Australia News Daily!  #9news ,0,0,0,0.25,41,1,4,5
" present #efm with a great quote #johnsteinbeck ""There is only one thing that men do better than women: growing a beard!"" ",4,0,4,0.35625,122,1,3,4
"""It was kind of a mistake,"" you kind of said. But the cruel thing is, it feels like the mistake is mine, for trusting you.
#betrayal #neverendinglies #whoareyou ",0,0,0,0.06666666666666665,162,0,4,4
#SaturdayThoughts Will @HFord2 sue @MSNBC ?? 'Morning Joe': Harold Ford Jr. Suspended by MSNBC Amid Sexual Assault Claim    via @YahooEnt,0,0,0,0.5,137,0,29,29
Dylan Farrow: Why has the  revolution spared Woody Allen? ,1,0,1,0.0,58,1,7,8
One man in Chicago said he was talking to his mom about Al Franken & learned for the first time he was the result of a rape.  ,1,1,2,0.25,126,0,4,4
"Seriously, with all the accusations flying around with  how has ""Mugger"" Mike avoided a line of women stretching around the corner to drop the dime on him? Coz I'm sure more than a few of his ""dates"" went back his place in the trunk of his car?

@LouiseMensch
@ericgarland ",79,21,100,0.09333333333333337,276,1,7,8
"#Hollyweird deserves to burn

Dylan Farrow: Why has the  revolution spared Woody Allen? ",0,0,0,0.0,90,1,8,9
The holidays with your abuser #StopAbuse #ChildSexAbuse  #Incest #HealingAndRecovery #SurvivorStories #Holidays #OneChildIsTooMany ,3,2,5,0.0,131,0,20,20
I'm surprised that the  movement has not addressed all of the sexual assault in the military. Why?,21,9,30,0.16666666666666666,98,1,4,5
On the front page of @CNN right now. Tune in at 2:30PM EST to see the full story of ?Divided We Code?. @LaurieSegallCNN @Daisy_Berns  #WomenInTech ,13,7,20,0.31785714285714284,147,0,25,25
GET THE BASTARD!  ,0,0,0,0.0,18,1,15,16
"Doesnt anyone have a job to get to? Kids to keep an eye on? Jeesh
 ",0,0,0,0.0,68,2,4,6
Dr.Judy shares private sex therapist analysis. Inside @friarsclub coincidentally under club?s photo #MattLauer at #brunch ? #inthenews #entertainment #SaturdayMorning #weekendvibes #journalism #NBC #harveyweinstein  #sexharassment #TodayShow ,3,0,3,0.0,242,0,12,12
How Politics Might Sour the  Movement: Look no further than the early nineties to see how sexual harassment scandals curdle into partisan battles. ,0,0,0,0.1125,147,0,8,8
I wish each and everyone of these ladies make their voices heard again...unless they were paired off by Trump...somebody at the #GOPfund better check the balance.  @amjoyshow @GOP #CrookedTrump #LockHimUp @maddow #trumpwomen #@NancyPelosi ,1,1,2,0.5,239,0,15,15
Go to  @RefuseFascism ls live  #TrumpPenceMustGo #Chicago,0,0,0,0.13636363636363635,57,0,10,10
Al Franken?s Resignation and the Selective Force of  ,3,3,6,0.0,53,0,7,7
PR Times Daily is out!   #prnews,0,0,0,0.0,32,1,4,5
"Our survey is still open for responses at  ? - let us know your suggestions as to how we can improve the culture and conditions in which all musicians work, and share any personal experiences with us on a completely anonymous basis.  #ThatsHarassment",0,2,2,0.03333333333333333,250,0,5,5
The latest TechCorner - Social Media & Web 2.0!  #netneutrality ,0,0,0,0.2708333333333333,64,1,6,7
"Why does #WoodyAllen still get a pass?    B/c people still feel like he can do something for them.  Put them in a movie, make them famous, etc.  Parents are willing to sell their kids out for what he can do.  Fix this!   #fixit",1,0,1,0.40625,227,2,7,9
We NOW expect the resignation of Clarence Thomas!  Anita Hill joins  campaigners on stage  via @MailOnline,0,0,0,0.0,106,1,10,11
WaPo asked women in a variety of industries for one top way to end sexual harassment. ?Promote more women? - and beyond.  WhatNext ,2,3,5,0.5,131,0,9,9
People braved the snow to show their support for the  movement. RallyNYC ,51,27,78,0.0,73,0,9,9
People braved the snow to show their support for the  movement. RallyNYC ,1,0,1,0.0,73,0,9,9
People braved the snow to show their support for the  movement. RallyNYC ,1,0,1,0.0,73,0,9,9
People braved the snow to show their support for the  movement. RallyNYC ,63,27,90,0.0,73,0,9,9
"??
All anyone needs to know about @realDonaldTrump & his record on #CivilRights is his treatment past & present of the #CentralPark5. #trump is a lying feckless misogynistic corrupt bigot. Ditto his supporters.  #CivilRightsMuseum ",1,0,1,-0.25,232,0,11,11
"#IAmTheResistance I?m a patriot, a citizen, I am a great grandchild of immigrants, a grandchild and child of veterans. 

I resist the @GOP and @realDonaldTrump because....We are all dreamers. #LGBTQ rights are human rights. . #BlackLivesMatter #EqualityForAll #TruthMatters",0,1,1,0.4,275,0,28,28
The  reckoning continues ? and it's stranger than ever | Jessica Valenti ,2,1,3,0.0,73,0,5,5
"There are so VERY, very few moments in my life that I am willing to tell my  story. It takes SO much more bravery than ANYONE usually realizes. For most people that I grew up with, if I even TRIED to explain it to them, they would laugh in my face. 1/",23,2,25,0.17333333333333334,251,0,25,25
The latest Next-C Daily News!  #????? ,1,0,1,0.25,38,1,5,6
"I'm not sure what's worse for my buddy #DustinHoffman.  His recent  issues, or that horrible horse show he made for #HBO.",2,1,3,-0.4125,121,0,7,7
20h45: Vin's - ,0,0,0,0.0,15,0,6,6
Dylan Farrow: Why has the  revolution spared Woody Allen? ,0,0,0,0.0,58,1,7,8
Our friend @BridieUSA gets emotional speaking about the Child Victims Act. Time to pass this bill now. @NYpassCVA   RallyNYC ,20,18,38,0.0,125,0,22,22
"I call the Cops when something is Wrong with my Room... They say to call the Crisis Center.

Some Lady says if I'm taking a Picture of her kids in a Car; she'll call the Cops... America!

 #MainAnalytics #YourTurn ",0,0,0,-0.3125,218,1,20,21
"Demand lawmakers to change/make stronger laws protecting victims of sexual abuse, including extending timeframe for victims to come forward. #FridayFeeling",0,1,1,0.5,155,0,5,5
"News NOW.
#ShortBlack is FREE
  #art",2,0,2,0.4,38,0,10,10
Why does @GlennThrush have a byline in today's @nytimes? I thought he was suspended? ,1,0,1,0.0,85,2,6,8
"If I were writing a headline to summarize recent events, it would say ?Senate Republicans Pass Tax Bill of Dubious Consequences.  Democrats React Swiftly by Forcing Al Franken to Resign!?   @SenKamalaHarris @SenFranken @SenGillibrand",1,0,1,0.0,233,1,23,24
#NYC #News  rally in NYC seeks to empower victims of sexual harassment ,0,0,0,0.5,71,0,9,9
"can confirm now that Jack McGraw is updated to ACTIVE for tonight
",0,0,0,-0.13333333333333333,67,0,11,11
.@cathymcmorris you support .@RepFarenthold who is another #sexualharasser who paid off accusers with taxpayer funds to tune of $84K!!! ,0,0,0,0.0,136,3,3,6
"Listening to Christmas carols..is ""baby it's cold outside"" a  song?",0,0,0,-0.3,67,1,2,3
"The door has been opened. The silence has been broken.  It?s a new age where it?s ok for a woman to openly share her story. Today, out of the blue a perfect stranger revealed the secrets she?s lived with.   #breakthesilence",1,0,1,0.20606060606060608,223,0,6,6
How did Harvey #Weinstein rack up forty years of sexual abuse allegations? He had a lot of help |    #moiaussi #SilenceBreakers @TIME ,0,0,0,0.5,134,1,10,11
?We need to localize . We need so start right here in New York and pass the #ChildVictimsAct.? @BridieUSA ,9,4,13,0.21103896103896105,106,0,13,13
"Met a stranger for the first time in ages as I ventured out of the house yesterday. In a span of an hour he called women ""bitches"" 4 times, complained about 2 exes heavily, and called himself one of the ""nice guys."" Yeah... ? ",0,0,0,0.0875,226,0,4,4
.@BuzzFeedNews on #Periscope: We?re at the  rally in New York City where people are standing up  ,0,0,0,0.13636363636363635,97,0,10,10
The latest Krystal's List!  #office ,0,0,0,0.625,36,1,3,4
(Alleged)  perpetrator in #ORleg (#Oregon state legislature) is #Roseburg #republican state senator Jeff Kruse. So far state #republican leadership incl @ORSenateRs @SenatorWinters @OregonHouseGOP @MikeMcLaneOR @KnuteBuehler have not asked Kruse or Roy Moore to resign. ,0,0,0,0.0,270,0,31,31
Dylan Farrow: Why has the  revolution spared Woody Allen? ,0,0,0,0.0,58,1,7,8
 rally in NYC seeks to empower victims of sexual harassment: A few dozen protesters gathered?  ,0,0,0,0.15,95,0,6,6
"#IAmTheResistance 

I'm resist because I want the world to be a better place for my kids and granddaughter. 

I resist because I'm paying attention. 

I resist because .

I resist for love and equality.

I am the resistance.",30,13,43,0.5,234,0,13,13
Kelly Clarkson Wants  to Impact Positive Change | Backstage at Women in Music 2017  ,0,0,0,0.2136363636363636,84,0,11,11
" is a power grab by manipulative bitches. Yeah, it?s great that it has hurt some Jews, but this shit needs to be shut down before it goes any further.",6,1,7,0.11111111111111112,150,0,4,4
"""Draw the face of evil so they recognize it"" because fairy tales are an archaic & covert form of  #girling ",3,1,4,-1.0,107,0,1,1
"Your 10% contribution might be 10x with your ""family legacy"" but if you create your ""own legacy/identity"" from zero, your hard work will assure that it will go many generations. Your failures will be lessons if you learn from them. ",0,0,0,0.26944444444444443,232,0,4,4
"Dylan Farrow, Woody Allen?s Accuser, Says  Movement Is ?Selective? ",0,0,0,0.0,67,0,11,11
"Four female producers and Board Members of EFA, including Sweden?s Helena Danielsson, talk about  at the European Film Awards. #EFA2017 ",9,3,12,0.0,136,0,15,15
"This woman was a silence breaker on harassment. And she was fired for it, she says.   ",6,4,10,0.0,86,0,4,4
Is known alcoholic and proud abortion enthusiast @chelseahandler the biggest joke in media today? ,0,0,0,0.275,98,1,3,4
Ain't it funny that those who would PREY upon women are the same ones who are FIRST to advocate for gun control? Hilarious. ? This #FL #DEM had $220k paid out for his sexual harassment from tax payer $$$. As a Floridian & rape survivor I have a HUGE issue w/ this! #2A  ,12,2,14,0.3333333333333333,270,2,25,27
"My December blog is on #ACES and living a whole life, the #Joy of #ERP,  #mindfulness, #compassion and #communication and what 2017 has meant to  @chisi_98 @DrMaryWelford: ",8,3,11,0.5,172,0,15,15
"Such an honor to meet #AnitaHill
who started the original  movement when she went in front of the Supreme Court in 1991....she paved the way for so many after her
It takes courage
@metoowhatnext #professor #Courage #standupforwhatyoubelieve ",28,3,31,0.2916666666666667,244,0,9,9
" reckoning continues 

",0,0,0,0.0,25,0,2,2
.@Bakersfieldcali columnist Valerie Schultz shares her  story: ?I believe we help each other by dragging the burdens we are ashamed of into the light? ,2,0,2,0.1375,151,0,6,6
"

""Baby it's Cold Outside"" Sexual Harrassment, references to mickeys, etc. But yet it's a part of our standard list of approved holiday songs. Respect women, but don't take  #toofar 

#MerryChristmas #HappyHolidays",0,0,0,-0.024999999999999998,218,0,13,13
I will forever and always be thankful to @robyndoolittle and the Unfounded series for allowing me to get my voice back after it being taken away so suddenly. #UnfoundedSeries  ,1,0,1,0.0,176,0,5,5
" So what! Now Move on. Get therapy or something!! You've survived this far, #WhyNow?   #CountonPayBack #ReapwhatyouSew!  #PityParty #NotBrave #AttentionSeeking #Sexual #assault #harassment - #PrayInstead",0,0,0,0.3125,203,5,26,31
"Honestly I don?t think I?m ???qualified??? for the  hastag, thankfully. I?ve been flashed once in public? I had no idea how to react, I was a highschooler with no experience of such tings. It happened on a tram.",0,1,1,0.3,211,0,7,7
